train_loss,train_acc,epoch,step,val_loss,val_acc
2.4283509254455566,0.0,0,94,,
2.7447521686553955,0.0,0,95,,
2.894273042678833,0.0,0,96,,
2.520996332168579,0.0,0,97,,
2.671309471130371,0.0,0,98,,
2.6396141052246094,0.0,0,99,,
2.7009403705596924,0.0,0,100,,
3.1920883655548096,0.0,0,101,,
2.7901899814605713,0.0,0,102,,
2.5695714950561523,0.0,0,103,,
2.499598741531372,0.0,0,104,,
2.439518928527832,0.0,0,105,,
2.3044917583465576,0.0,0,106,,
2.0461506843566895,0.0,0,107,,
1.9846662282943726,0.0,0,108,,
2.291623115539551,0.0,0,109,,
2.1682350635528564,0.0,0,110,,
2.2148995399475098,0.0,0,111,,
1.8420745134353638,0.0,0,112,,
2.178997039794922,0.0,0,113,,
2.3540663719177246,0.0,0,114,,
2.3616905212402344,0.0,0,115,,
2.5622735023498535,0.0,0,116,,
2.0311241149902344,0.0,0,117,,
2.3933210372924805,0.0,0,118,,
2.1533091068267822,0.0,0,119,,
2.3664939403533936,0.0,0,120,,
3.191896915435791,0.0,0,121,,
2.8966023921966553,0.0,0,122,,
3.377362012863159,0.0,0,123,,
2.7286720275878906,0.0,0,124,,
2.8652422428131104,0.0,0,125,,
2.7536206245422363,0.0,0,126,,
2.5648069381713867,0.0,0,127,,
2.305108070373535,0.0,0,128,,
2.3991081714630127,0.0,0,129,,
2.3966214656829834,0.0,0,130,,
2.3334436416625977,0.0,0,131,,
2.280606269836426,0.0,0,132,,
2.2028586864471436,0.5625,0,133,,
2.3205692768096924,0.0,0,134,,
2.303474187850952,0.0,0,135,,
2.116506338119507,0.09375,0,136,,
1.9280810356140137,0.0,0,137,,
2.3372116088867188,0.0,0,138,,
2.764643907546997,0.0,0,139,,
2.9220337867736816,0.0,0,140,,
2.7752628326416016,0.0,0,141,,
2.727365016937256,0.0,0,142,,
2.5554733276367188,0.0,0,143,,
2.263317584991455,0.0,0,144,,
2.3059279918670654,0.0,0,145,,
2.4509963989257812,0.0,0,146,,
2.3562259674072266,0.0,0,147,,
2.272179365158081,0.0,0,148,,
2.2881641387939453,0.0,0,149,,
2.3497886657714844,0.28125,0,150,,
2.144684314727783,0.0,0,151,,
2.5780081748962402,0.0,0,152,,
2.1586647033691406,0.0,0,153,,
2.7040369510650635,0.0,0,154,,
2.492375612258911,0.0,0,155,,
1.9946472644805908,0.0,0,156,,
1.4917960166931152,1.0,0,157,,
0.9829109907150269,1.0,0,158,,
2.1744024753570557,0.21875,0,159,,
2.220447301864624,0.0,0,160,,
1.6816860437393188,0.0,0,161,,
2.2867414951324463,0.0,0,162,,
1.752935767173767,0.0,0,163,,
2.4046738147735596,0.0,0,164,,
2.001641273498535,0.0,0,165,,
1.9813368320465088,0.0,0,166,,
2.190514326095581,0.0,0,167,,
1.8286259174346924,0.0,0,168,,
1.9898501634597778,0.0,0,169,,
1.6732770204544067,0.0,0,170,,
1.6544660329818726,0.125,0,171,,
1.4556028842926025,0.0,0,172,,
1.3307032585144043,0.5,0,173,,
1.5481594800949097,0.0,0,174,,
1.0473383665084839,0.875,0,175,,
2.889927625656128,0.0,0,176,,
0.9844751954078674,0.09375,0,177,,
4.0210137367248535,0.25,0,178,,
3.386842966079712,0.0,0,179,,
2.144773244857788,0.0,0,180,,
3.1325221061706543,0.0,0,181,,
3.7870681285858154,0.0,0,182,,
3.0158188343048096,0.0,0,183,,
2.5923264026641846,0.0,0,184,,
2.650114059448242,0.0,0,185,,
2.453809976577759,0.0,0,186,,
2.4277114868164062,0.0,0,187,,
2.591425895690918,0.0,0,188,,
2.5100505352020264,0.0,0,189,,
2.5062310695648193,0.0,0,190,,
2.757706880569458,0.0,0,191,,
2.5135300159454346,0.0,0,192,,
2.384631395339966,0.0,0,193,,
2.364495038986206,0.0,0,194,,
2.4357550144195557,0.0,0,195,,
2.415780544281006,0.0,0,196,,
2.234121561050415,0.0,0,197,,
1.7842562198638916,0.0,0,198,,
1.4560970067977905,0.96875,0,199,,
1.5192596912384033,0.0,0,200,,
1.1463038921356201,0.0,0,201,,
2.3716070652008057,0.3125,0,202,,
2.5815203189849854,0.0,0,203,,
2.562645435333252,0.0,0,204,,
3.8867828845977783,0.0,0,205,,
2.162736654281616,0.0,0,206,,
2.1880338191986084,0.0,0,207,,
1.6460206508636475,0.0,0,208,,
1.8319915533065796,0.375,0,209,,
1.926259160041809,0.0,0,210,,
1.7741643190383911,0.0,0,211,,
1.5471948385238647,0.0,0,212,,
1.3917325735092163,0.15625,0,213,,
1.538151502609253,0.0625,0,214,,
1.2228996753692627,0.0,0,215,,
1.9953023195266724,0.40625,0,216,,
1.9302517175674438,0.0,0,217,,
1.5378056764602661,0.75,0,218,,
2.298292875289917,0.0,0,219,,
1.9383548498153687,0.0,0,220,,
1.4265159368515015,0.0,0,221,,
1.2767069339752197,0.71875,0,222,,
2.442800521850586,0.0,0,223,,
2.1711068153381348,0.0,0,224,,
2.2665491104125977,0.0,0,225,,
1.798920750617981,0.0,0,226,,
2.630514621734619,0.0,0,227,,
1.8855735063552856,0.0,0,228,,
1.5993460416793823,0.0,0,229,,
1.5285362005233765,0.65625,0,230,,
3.1327223777770996,0.0,0,231,,
2.1894354820251465,0.0,0,232,,
2.3871850967407227,0.0,0,233,,
1.7366633415222168,0.0,0,234,,
2.0004773139953613,0.0,0,235,,
1.2866109609603882,0.625,0,236,,
2.1565070152282715,0.0,0,237,,
2.1201040744781494,0.21875,0,238,,
3.9476544857025146,0.0,0,239,,
3.465345621109009,0.0,0,240,,
4.412901878356934,0.0,0,241,,
3.3868465423583984,0.0,0,242,,
3.2127902507781982,0.0,0,243,,
2.319262742996216,0.0,0,244,,
1.9386621713638306,0.0,0,245,,
1.4861235618591309,0.09375,0,246,,
0.7893378734588623,1.0,0,247,,
1.335950255393982,0.5,0,248,,
2.061925172805786,0.0,0,249,,
2.651597499847412,0.0,0,250,,
2.5635714530944824,0.0,0,251,,
1.6340550184249878,0.09375,0,252,,
1.1928645372390747,0.09375,0,253,,
1.60295832157135,0.15625,0,254,,
1.8702596426010132,0.0,0,255,,
1.2412514686584473,0.40625,0,256,,
1.742445945739746,0.0,0,257,,
2.3241586685180664,0.0,0,258,,
1.6107417345046997,0.0,0,259,,
1.7019122838974,0.625,0,260,,
3.6978812217712402,0.0,0,261,,
2.514336585998535,0.0,0,262,,
1.2053884267807007,1.0,0,263,,
1.114762306213379,1.0,0,264,,
2.0203399658203125,0.09375,0,265,,
1.7406810522079468,0.0,0,266,,
1.1562420129776,0.34375,0,267,,
0.7340793013572693,1.0,0,268,,
1.5556340217590332,0.5625,0,269,,
2.5367870330810547,0.0,0,270,,
1.6475075483322144,0.0,0,271,,
1.3000773191452026,0.0,0,272,,
1.128546953201294,0.0,0,273,,
1.2155860662460327,0.0625,0,274,,
0.7608769536018372,1.0,0,275,,
1.7630860805511475,0.28125,0,276,,
1.2464851140975952,0.0,0,277,,
2.6143200397491455,0.53125,0,278,,
4.283834934234619,0.0,0,279,,
2.5844898223876953,0.0,0,280,,
1.6380882263183594,0.0,0,281,,
1.5801849365234375,0.28125,0,282,,
1.2767961025238037,1.0,0,283,,
1.2046726942062378,0.65625,0,284,,
1.1343218088150024,0.0,0,285,,
1.318034052848816,0.59375,0,286,,
1.437650203704834,0.0,0,287,,
3.012227773666382,0.53125,0,288,,
5.110949993133545,0.0,0,289,,
2.5800297260284424,0.5,0,290,,
1.1971096992492676,0.0,0,291,,
0.95741206407547,0.5625,0,292,,
0.8994981646537781,0.84375,0,293,,
1.6714324951171875,0.375,0,294,,
1.5023248195648193,0.0,0,295,,
2.690864324569702,0.3125,0,296,,
2.5374207496643066,0.0,0,297,,
1.8584975004196167,0.0,0,298,,
1.215502381324768,1.0,0,299,,
1.9882091283798218,0.1875,0,300,,
2.313406229019165,0.0,0,301,,
1.1006102561950684,0.59375,0,302,,
0.6412487030029297,1.0,0,303,,
1.953439712524414,0.59375,0,304,,
3.5151491165161133,0.0,0,305,,
2.469602584838867,0.0,0,306,,
1.4345178604125977,0.0,0,307,,
0.7721901535987854,1.0,0,308,,
3.6805033683776855,0.0,0,309,,
2.8978917598724365,0.0,0,310,,
0.9855926036834717,0.78125,0,311,,
0.6683317422866821,1.0,0,312,,
1.3169978857040405,0.40625,0,313,,
1.6185474395751953,0.0,0,314,,
2.0178608894348145,0.0,0,315,,
2.8886280059814453,0.0,0,316,,
2.321131944656372,0.1875,0,317,,
1.0588233470916748,0.96875,0,318,,
0.8609640598297119,1.0,0,319,,
1.029731273651123,0.03125,0,320,,
0.7842803001403809,0.78125,0,321,,
1.833795428276062,0.0,0,322,,
1.6828135251998901,0.0,0,323,,
3.90213680267334,0.0,0,324,,
3.518735647201538,0.0,0,325,,
2.4882545471191406,0.0,0,326,,
1.2941346168518066,0.0,0,327,,
2.2092947959899902,0.125,0,328,,
1.5281884670257568,0.0,0,329,,
2.5879828929901123,0.09375,0,330,,
0.9477499723434448,0.125,0,331,,
2.6084704399108887,0.03125,0,332,,
1.5777781009674072,0.0,0,333,,
3.8502533435821533,0.0,0,334,,
2.670891523361206,0.0,0,335,,
1.1960517168045044,0.0,0,336,,
1.3407926559448242,0.0625,0,337,,
0.7033591270446777,1.0,0,338,,
0.8327555656433105,0.90625,0,339,,
2.705047369003296,0.0,0,340,,
2.0657119750976562,0.0,0,341,,
1.5482752323150635,0.0,0,342,,
1.475110650062561,0.84375,0,343,,
5.880411148071289,0.0,0,344,,
4.576314926147461,0.15625,0,345,,
0.39695921540260315,1.0,0,346,,
0.7256566882133484,0.8125,0,347,,
0.9277874827384949,0.5,0,348,,
0.9334057569503784,0.8125,0,349,,
1.5214508771896362,0.0,0,350,,
1.3075615167617798,0.28125,0,351,,
1.6104174852371216,0.0,0,352,,
0.9591209292411804,0.6875,0,353,,
2.1693592071533203,0.0,0,354,,
1.1793378591537476,0.75,0,355,,
2.3656251430511475,0.0,0,356,,
1.4871768951416016,0.65625,0,357,,
3.2058777809143066,0.0,0,358,,
2.059394598007202,0.0,0,359,,
3.7212021350860596,0.0,0,360,,
2.7894299030303955,0.0,0,361,,
2.670502185821533,0.0,0,362,,
3.071303367614746,0.0,0,363,,
2.0078465938568115,0.34375,0,364,,
1.7680044174194336,0.46875,0,365,,
1.7042045593261719,0.15625,0,366,,
1.6265673637390137,0.0,0,367,,
2.228576898574829,0.0,0,368,,
2.3681461811065674,0.0,0,369,,
2.305077075958252,0.0,0,370,,
3.5734593868255615,0.0,0,371,,
2.4824554920196533,0.0,0,372,,
1.5594478845596313,0.0,0,373,,
0.7525492310523987,1.0,0,374,,
1.6823468208312988,0.09375,0,375,,
0.7982017397880554,0.5,0,376,,
1.7991279363632202,0.34375,0,377,,
2.0970406532287598,0.0,0,378,,
3.316973924636841,0.0,0,379,,
4.7290425300598145,0.0,0,380,,
3.2540550231933594,0.15625,0,381,,
1.0487456321716309,0.40625,0,382,,
1.1107662916183472,0.0,0,383,,
1.0555006265640259,0.28125,0,384,,
0.6799197793006897,1.0,0,385,,
1.728959321975708,0.1875,0,386,,
1.0973238945007324,0.625,0,387,,
1.2872411012649536,0.34375,0,388,,
1.6933332681655884,0.0,0,389,,
1.766985297203064,0.0,0,390,,
2.077601432800293,0.0,0,391,,
1.6069971323013306,0.0,0,392,,
1.5314834117889404,0.0,0,393,,
1.074095606803894,0.8125,0,394,,
1.6390231847763062,0.0,0,395,,
1.4654040336608887,0.125,0,396,,
2.458508014678955,0.0,0,397,,
1.8348524570465088,0.0,0,398,,
1.703885793685913,0.15625,0,399,,
1.7681214809417725,0.0,0,400,,
0.9362275004386902,0.4375,0,401,,
0.8279063105583191,0.28125,0,402,,
1.859480857849121,0.46875,0,403,,
1.1758307218551636,0.0,0,404,,
0.02468632534146309,1.0,0,405,,
,,0,405,21.089035034179688,0.09885057806968689
10.441046714782715,0.0,1,406,,
11.983699798583984,0.0,1,407,,
10.722434043884277,0.0,1,408,,
3.3665719032287598,0.0,1,409,,
2.104142427444458,0.0,1,410,,
1.6516945362091064,0.125,1,411,,
0.9820336699485779,1.0,1,412,,
